location,lon,lat,state
albury nsw australia,146.9135418,-36.0737293,NA
"barrie, ontario",-79.6903316,44.3893556,NA
"brown deer, wi",-87.9645321,43.1633426,wisconsin
lake george ny 12845,-73.7123408,43.4261809,new york:main
nh,-71.5723953,43.1938516,new hampshire
"chicago,il usa",-87.6297982,41.8781136,illinois
scdsb,-79.748644,44.446449,NA
"chesapeake, virginia",-76.2874927,36.7682088,virginia:main
"racine, wi",-87.7828523,42.7261309,wisconsin
philadelphia // guatemala,-75.1758478,39.9521626,pennsylvania
"madison, wisconsin, usa",-89.4012302,43.0730517,wisconsin
"turlock, ca",-120.8459786,37.4945743,california
"douglas county, oregon",-123.2492364,43.1260694,oregon
"river forest, il",-87.8198478,41.8939617,illinois
"marshall co schools, benton ky",-88.4016041,36.8573767,kentucky
"potomac, maryland ",-77.2085914,39.0181651,maryland
the 405,-118.1690081,33.8140234,california
"twin cities, minnesota, usa",-93.2009998,44.9374831,minnesota
westminster school district,-118.0010421,33.7531536,california
"diocese of san jose, drexel ",-121.9061967,37.3577025,california
tdsb @ west rouge jr. p.s.,-79.1337919,43.7959229,NA
les herbiers,-1.013388,46.86919,NA
"sunbury, ohio",-82.8590673,40.2425623,ohio
rio mesa high school,-119.1441402,34.2530799,california
"shanghai, people's republic of china",121.473701,31.230416,NA
"hamilton county, tn",-85.1479364,35.1618966,tennessee
"upton,ma",-71.6022583,42.1744878,massachusetts:main
"jurupa valley, ca",-117.4854802,33.9971974,california
a microwave in nevada,-119.7693625,38.9558876,nevada
"cresco, iowa",-92.1140547,43.3813568,iowa
"riyadh, saudi arabia",46.6752957,24.7135517,NA
socal,-116.419389,34.9592083,california
"delmas, haiti",-72.3052124,18.5433614,NA
arid zone land,-118.2351986,34.0407639,california
"beverly hills, ca",-118.4003563,34.0736204,california
"quincy, ca",-120.9471764,39.9368363,california
"surrey, uk",-0.5599501,51.3147593,NA
"silverton, nj",-74.1448622,40.0159505,new jersey
"dubai, uae",55.2707828,25.2048493,NA
data middle school,-119.2913799,34.3008742,NA
north shore of chicago,-88.3614753,42.2400231,illinois
"burien, washington, usa",-122.3405305,47.4668384,NA
"dunwoody, ga",-84.3346473,33.9462125,georgia
jurupa unified,-117.4745767,34.0002229,california
60527,-87.9304181,41.742326,illinois
los angeles,-118.2436849,34.0522342,california
nw oregon,-120.5542012,43.8041334,oregon
"red bud, il",-89.9942741,38.2117172,illinois
"stowe, vt",-72.6874023,44.4654332,vermont
"kumasi, ghana",-1.6162709,6.6666004,NA
"jeffersonville, vermont",-72.8292945,44.6439391,vermont
"fremont, ca",-121.988583,37.5485396,california
"stratford, nj",-75.0154461,39.8267807,new jersey
"vista, ca",-117.2425355,33.2000368,california
"sf bay area, california",-122.4194155,37.7749295,california
"danville, ca",-121.9999606,37.8215929,california
"chico,ca",-121.8374777,39.7284944,california
"pathankot, india",75.6522066,32.2733352,NA
"indigamericas,uk,asia,scan,oz",100.6196553,34.047863,NA
teso,-73.8268813,40.760175,new york:long island
ri ,-71.4774291,41.5800945,rhode island
"millbury, massachusetts",-71.761522,42.1920719,massachusetts:main
west sacramento,-121.530234,38.5804609,california
"üt: 43.009109,-83.677344",-97.7340567,30.2849185,texas
"burlington, ontario, canada",-79.7990319,43.3255196,NA
front range of colorado,-105.816944,39.633889,colorado
"detroit, mi",-83.0457538,42.331427,NA
"forestville, ct",-72.8981247,41.6729061,connecticut
east hampton ct usa,-72.5026249,41.5757748,connecticut
world citizen,-97.5114837,35.4820102,oklahoma
"301 south madre, pasadena",-118.102168,34.1408241,california
"brockton, ma",-71.0183787,42.0834335,massachusetts:main
"edc, waltham, ma",-71.218911,42.370536,massachusetts:main
"bedford, england",-0.4667782,52.1386394,NA
university of hull,-0.3669859,53.7730979,NA
"myrtle beach, sc",-78.8866943,33.6890603,south carolina
chicagoland area,-88.0118473,41.7435073,illinois
downers grove,-88.0111746,41.8089191,illinois
"danville, ky",-84.7721702,37.6456329,kentucky
"adirondacks, ny",-73.8693043,44.1247154,new york:main
"based in connecticut, usa",-73.087749,41.6032207,connecticut
"steamboat springs, co",-106.8317158,40.4849769,colorado
"south laurel, md",-76.8502503,39.0698312,maryland
milton keynes,-0.7594171,52.0406224,NA
"carteret county, nc",-76.5488232,34.9019263,north carolina:main
"norwalk, ct usa",-73.4081575,41.117744,connecticut
"tulsa, ok",-95.992775,36.1539816,oklahoma
"lubbock, texas",-101.8551665,33.5778631,texas
oxfordshire,-1.2464674,51.7612056,NA
"tecumseh, mi",-83.9449417,42.0039331,michigan:south
"st. joseph, mo",-94.846681,39.7674578,missouri
"unceded miami, peoria, potawatami, and haudenosaunee territory",-80.1917902,25.7616798,NA
"weld county, colorado",-104.7158226,40.3920718,colorado
"anchorage, ak",-149.9002778,61.2180556,NA
"sydney, australia",151.2092955,-33.8688197,NA
maine & connecticut,-69.4454689,45.253783,maine
the tri state area,-94.503122,37.077469,missouri
southern indiana,-87.5442525,37.9772035,indiana
"atlanta,(forsyth county), ga.",-84.1429305,34.1079369,georgia
"webster groves, mo",-90.3573389,38.5925524,missouri
"37.299367,-121.890769",-121.8905692,37.2994148,california
"üt: 40.651438,-74.123907",-97.7340567,30.2849185,texas
"fontana, ca",-117.435048,34.0922335,california
"newton, ks",-97.3450365,38.0466779,kansas
"san diego, ca, usa",-117.1610838,32.715738,NA
"santa fe, nm",-105.937799,35.6869752,new mexico
"weber school district, utah",-112.0953297,41.269854,utah
"milan, mi",-83.6824384,42.0853204,michigan:south
"falls church, va",-77.1710914,38.882334,virginia:main
"northern, va",-77.176436,38.76361,virginia:main
"exeter, england & catalunya",-3.533899,50.718412,NA
"dorchester, ma",-71.067605,42.3016305,massachusetts:main
"elgin, il",-88.2825668,42.0354084,illinois
ftl,-122.5658522,45.4021499,oregon
"lockport, ny",-78.6903098,43.1706128,new york:main
"tonawanda, ny",-78.880315,43.0203347,new york:main
"clover, sc",-81.2264646,35.1112478,south carolina
"north texas, usa",-96.7863844,32.9620968,texas
"georges river environmental education centre, chipping norton",150.9609686,-33.9083738,NA
quantum academy,-117.035012,33.1436135,california
palm desert ca,-116.3744556,33.7222445,california
camarillo,-119.0376023,34.2163937,california
"oxnard, ca",-119.1770516,34.1975048,california
"wrightstown, nj",-74.6179344,40.0362241,new jersey
hell ,-83.985,42.43472,michigan:south
western new york,-78.8731221,42.8869076,new york:main
"mckinney, tx",-96.6389342,33.1983388,texas
"new york,ny & state college,pa",-74.0059728,40.7127753,NA
"san bruno, ca",-122.4110835,37.6304904,california
cumbria uk,-2.7974835,54.5772323,NA
"lakeport, ca",-122.9158293,39.0429506,california
west sussex,-0.4617075,50.9280143,NA
"illinois, usa (via london)",-89.3985283,40.6331249,illinois
"trussville, al",-86.6088756,33.6198251,alabama
"barrington area, illinois",-88.1361888,42.1539141,illinois
"marco island, florida",-81.7075355,25.9397412,florida
ireland,-7.6920536,53.1423672,NA
"lafayette, la",-92.0198427,30.2240897,louisiana
"global, based in plymouth uk",-4.1155285,50.3671194,NA
"italy, st. louis and miami",-90.275093,38.617223,missouri
"bristol, wi",-88.0504121,42.5587325,wisconsin
winborn elementary,-95.7641306,29.7985673,texas
"pico rivera, ca",-118.096735,33.9830688,california
"melrose, ma, usa",-71.0661633,42.4584292,massachusetts:main
old quarry middle school,-88.0133185,41.6546709,illinois
"pikeville, ky",-82.5187629,37.4792672,kentucky
"lemont, illinois ",-88.0017261,41.673642,illinois
kentucky ,-84.2700179,37.8393332,kentucky
"madisonville, ky",-87.4988882,37.3281005,kentucky
nottinghamshire & the midlands,-0.9936306,53.100319,NA
"hebron, ky",-84.7031888,39.0661472,kentucky
"mackay, queensland",149.1821469,-21.1424956,NA
pale blue dot,-79.866193,43.2626969,NA
st. louis mo,-90.1994042,38.6270025,missouri
"bexhill on sea, east sussex",0.4662071,50.8499062,NA
"west bloomfield township, mi",-83.373339,42.5678534,michigan:south
coast salish territory,-123.0508068,49.2812857,NA
215,-95.9884932,36.1556875,oklahoma
"alexandria, virginia",-77.0469214,38.8048355,maryland
76086,-97.7905758,32.7522671,texas
"iowa park, tx",-98.6686709,33.9514847,texas
colorado | australia ,-105.7820674,39.5500507,colorado
"grayslake, il",-88.041746,42.3444664,illinois
university of oklahoma ,-97.4457137,35.2058936,oklahoma
"vélez-málaga, andalucía",-4.1005589,36.7799228,NA
ישראל,34.851612,31.046051,NA
maryland / dc,-77.0368707,38.9071923,district of columbia
"ottawa, on canada",-75.6971931,45.4215296,NA
israel,34.851612,31.046051,NA
"new boston, tx",-94.4154787,33.4598415,texas
"woodhaven, mi",-83.2417994,42.1389839,michigan:south
an oh living in al,-86.902298,32.3182314,alabama
"henderson, ky",-87.5900134,37.8361538,kentucky
"glasgow, uk",-4.251806,55.864237,NA
nationwide,-94.7799562,38.8822106,kansas
"hickory corners, mi",-85.3760882,42.4415829,michigan:south
"windsor, co",-104.9013617,40.4774818,colorado
"louisiana, usa",-91.9623327,30.9842977,louisiana
the earth ,-77.034066,38.904054,district of columbia
"beulah, nd",-101.7779462,47.2633403,north dakota
"inland empire, ca",-116.419389,34.9592083,california
nola,-90.0715323,29.9510658,louisiana
"byram, new jersey",-74.7227291,40.9601024,new jersey
"seputih surabaya, indonesia",105.652983,-4.682922,NA
"missouri, usa 🇺🇸",-91.8318334,37.9642529,missouri
new jersery,-74.4056612,40.0583238,new jersey
"staten island, ny",-74.1502007,40.5795317,NA
vernon hills,-87.9653565,42.2393323,illinois
"mount lebanon, pa",-80.0494982,40.3553473,pennsylvania
"davidson, nc",-80.8486846,35.4993031,north carolina:main
santa ana,-117.867653,33.7454725,california
the conservatory school @ npb ,-80.0593517,26.8112615,florida
"buffalo grove, il",-87.9631308,42.1662831,illinois
"gold coast, qld",153.4,-28.016667,NA
"belfast, northern ireland",-5.93012,54.597285,NA
central pa,-77.1945247,41.2033216,pennsylvania
the oc,-93.2208172,37.0221394,missouri
"midlothian, tx",-96.9944489,32.482361,texas
"spruce grove, alberta",-113.9101291,53.5411191,NA
martinez ca,-122.1341321,38.0193657,california
"genoa, oh",-83.359094,41.5181064,ohio
"marin county, ca",-122.7633036,38.083403,california
"gujranwala, pakistan",74.1944529,32.1876919,NA
pacific northwest,-121.5220034,45.6967954,oregon
"norman, ok",-97.4394777,35.2225668,oklahoma
"wilmington, north carolina",-77.8868117,34.2103894,north carolina:main
"birmingham, mi",-83.2113192,42.5467012,michigan:south
"eugene, or",-123.0867536,44.0520691,oregon
"lincoln, ri",-71.4418101,41.9110123,rhode island
"west bloomfield, mi",-83.373339,42.5678534,michigan:south
"gig harbor, wa",-122.5801293,47.329264,washington:main
"l'isle-aux-allumettes, québec",-77.066667,45.866667,NA
naples,-81.7948103,26.1420358,florida
"wi, usa",-88.7878678,43.7844397,wisconsin
"shorewood, il",-88.2017293,41.5200305,illinois
"highland park, los angeles",-118.1843898,34.1154946,california
"johnson city, ny",-75.9588092,42.1156308,new york:main
"northridge , ca",-118.530123,34.2381251,california
minnesota ,-94.6858998,46.729553,minnesota
"berkley, mi",-83.1835389,42.5030908,michigan:south
"lakewood, colorado ",-105.0813734,39.7047095,colorado
"üt: 33.533224,-84.380353",-97.7340567,30.2849185,texas
inland empire,-116.419389,34.9592083,california
"wheaton, il",-88.1070127,41.8661403,illinois
"quito, ecuador",-78.4678382,-0.1806532,NA
"kernersville, north carolina",-80.0736533,36.1198588,north carolina:main
"ledyard, ct",-72.0181743,41.4456444,connecticut
"geneva, il",-88.3287896,41.8926437,illinois
"nashville, tn",-86.7816016,36.1626638,tennessee
"orcutt, ca",-120.4359966,34.8652574,california
oakland,-122.2711639,37.8043514,california
lleida,0.6200146,41.6175899,NA
"hartsdale, ny",-73.7981884,41.0189863,new york:main
"spokane, washington",-117.4260465,47.6587802,washington:main
"elko, nv",-115.7631232,40.8324211,nevada
"ruston, louisiana",-92.637927,32.5232053,louisiana
"adrian, mi",-84.0371659,41.8975471,michigan:south
losangeles,-118.2436849,34.0522342,california
"allegan, mi ➡️ goshen, in",-85.8344383,41.5822716,indiana
"st. louis, mo",-90.1994042,38.6270025,missouri
"east hanover, nj",-74.3647247,40.8200623,new jersey
minneapolis,-93.2650108,44.977753,minnesota
"bristol & london, uk",-2.58791,51.454513,NA
"buenos aires, argentina🇦🇷",-58.3815591,-34.6036844,NA
"olympic peninsula, wa",-123.7510225,47.750087,washington:main
"whitehall, michigan",-86.3486792,43.4100107,michigan:south
erial nj,-75.0063622,39.7733866,new jersey
"deltona, fl",-81.2636738,28.9005446,florida
london uk,-0.1277583,51.5073509,NA
"uc irvine, ca",-117.8442962,33.6404952,california
"whittier, ca",-118.032844,33.9791793,california
"glendale, california",-118.255075,34.1425078,california
our nations capitol,-77.0090505,38.8899389,district of columbia
mid atlantic,-95.712891,37.09024,kansas
argentina,-63.616672,-38.416097,NA
"tigre, argentina",-58.5796585,-34.425087,NA
"de pere, wi",-88.0603806,44.4488805,wisconsin
"springfield, oregon",-123.0220289,44.0462362,oregon
singapore,103.819836,1.352083,NA
"ash grove, missouri",-93.5852004,37.3153257,missouri
los angeles ,-118.2436849,34.0522342,california
"lawndale, ca",-118.3525744,33.887237,california
"pullman, washington",-117.1817377,46.7297771,washington:main
bcps office of science,-76.7336521,39.4647665,maryland
on the move,-86.5727603,36.0152755,tennessee
south jersey,-74.437441,39.3583238,NA
southington public schools,-72.8793896,41.6063013,connecticut
i-95,-77.4037145,36.8780134,virginia:main
"thuwal, saudi arabia",39.1132757,22.2756562,NA
maryland/dc,-77.0368707,38.9071923,district of columbia
"concord, nc",-80.579511,35.4087517,north carolina:main
"flagstaff, az via ms(home)",-111.7118481,35.1805956,arizona
"germantown, md",-77.2716502,39.1731621,maryland
"st joseph, mo",-94.846681,39.7674578,missouri
"ozark, mo",-93.2060163,37.0208865,missouri
usa ,-95.712891,37.09024,kansas
"springfield, missouri",-93.2922989,37.2089572,missouri
"rogersville, mo",-93.0557343,37.116995,missouri
"la mesa, ca",-117.0230839,32.7678287,california
arizona state university,-112.0719833,33.4532165,arizona
"santa ana, ca",-117.867653,33.7454725,california
"la habra, ca",-117.946137,33.9318591,california
"sant cugat del vallès, españa",2.0701279,41.4664438,NA
"üt: -33.9312825,18.5206777",-97.7340567,30.2849185,texas
boston-ish via texas,-71.0588801,42.3600825,massachusetts:main
central texas,-97.6653991,30.2854944,texas
"warfield bc, canada",-117.7534689,49.095465,NA
rochester ny,-77.6088465,43.1565779,new york:main
"berlin, ct",-72.7456519,41.621488,connecticut
"toronto or minden on, canada",-79.3839517,43.6474734,NA
"primavera, brasil",-47.1167237,-0.9587731,NA
"albuquerque, new mexico",-106.650422,35.0843859,new mexico
busan south korea,129.0756416,35.1795543,NA
nv and ca,-121.1710389,39.1346666,california
thailand,100.992541,15.870032,NA
"los angeles, ca. usa",-118.2436849,34.0522342,california
"peterborough, ontario",-78.319747,44.309058,NA
"south bend, in",-86.2519898,41.6763545,indiana
mcgill university,-73.5771511,45.5047847,NA
"boca raton, fl",-80.1289321,26.3683064,florida
"homewood, il",-87.6541852,41.5676825,illinois
wales,-3.7837117,52.1306607,NA
university of essex,0.9472069,51.8777259,NA
"columbia, maryland",-76.8610462,39.2037144,maryland
unceded lenape lands in nj,-74.4056612,40.0583238,new jersey
"sunnyvale middle school, ca",-122.0530612,37.3617612,california
romeoville high school,-88.0827854,41.6275891,illinois
port angeles,-123.4307413,48.118146,washington:main
ocean township school district,-74.0417628,40.2573469,new jersey
"são paulo, brasil",-46.6333094,-23.5505199,NA
"mableton, ga",-84.5824329,33.8187167,georgia
"arvada, co",-105.0874842,39.8027644,colorado
"mason, mi",-84.4435845,42.5792027,michigan:south
"dover, de",-75.5243682,39.158168,delaware
"poughkeepsie, ny",-73.9209701,41.7003713,new york:main
"novato, ca",-122.5697032,38.1074198,california
"kernersville, nc",-80.0736533,36.1198588,north carolina:main
"auburn hills, mi",-83.2341028,42.6875323,michigan:south
"westminster, maryland",-76.9958149,39.5753791,maryland
brooklyn,-73.9441579,40.6781784,new york:long island
"emporia, ks",-96.1816626,38.403903,kansas
"oakdale, ca",-120.8470308,37.7666263,california
"amsterdam, the netherlands",4.8930866,52.3726914,NA
"southcentral, pa",-77.1945247,41.2033216,pennsylvania
"coal city, il",-88.2856185,41.2878096,illinois
iowa state university,-93.6464516,42.0266573,iowa
"adel, ia",-94.017453,41.6144325,iowa
"union, nj usa ",-74.2631635,40.6975898,new jersey
"hiawatha, ks",-95.5358156,39.8525033,kansas
"wethersfield, ct",-72.6596244,41.7063537,connecticut
"hutchinson, kansas, usa",-97.9297743,38.0608445,kansas
"fort leonard wood, mo",-92.1646722,37.7252315,missouri
jersey shore,-74.3118212,39.9652553,new jersey
"conyers, ga",-84.0176904,33.6676103,georgia
west york area high school ,-76.7679189,39.959148,pennsylvania
regina,-104.6188943,50.4452112,NA
bonnie f. johns,-76.862786,38.9179332,maryland
north yorkshire,-1.5412015,53.9915028,NA
university of montana,-113.9852081,46.8600672,montana
"franklin, ma",-71.396725,42.0834313,massachusetts:main
"hanford, ca",-119.6456844,36.3274502,california
"dartmouth, nova scotia ",-63.5675631,44.6660885,NA
powys ,-3.3260904,52.6464249,NA
"tarrytown, ny",-73.8587461,41.0762077,new york:main
"boonton, nj",-74.4087405,40.904019,new jersey
ontario tech university ,-78.8960092,43.9457579,NA
"valencia, españa",-0.3762881,39.4699075,NA
"kilauea, hi",-159.4122222,22.2119444,NA
"hanalei, hi",-159.4977455,22.2033221,NA
"point reyes, ca",-122.9912711,38.017769,NA
"fond du lac, wi",-88.4470508,43.7730448,wisconsin
"castlewood, co",-104.900513,39.584733,colorado
"billings, mt",-108.5006904,45.7832856,montana
"billings, montana",-108.5006904,45.7832856,montana
"inman, ks",-97.7733809,38.2319537,kansas
auburn ca,-121.0768901,38.8965654,california
"westfield , indiana",-86.1274888,40.0428151,indiana
education,-95.712891,37.09024,kansas
"yorkville, il",-88.4472948,41.6411409,illinois
"honey brook, pa",-75.9113306,40.0942664,pennsylvania
nw ar,-94.2333355,36.0148605,arkansas
uae,53.847818,23.424076,NA
pa,-77.1945247,41.2033216,pennsylvania
christian brothers high school,-89.864854,35.132071,tennessee
"houghton, mi",-88.5694182,47.1211331,michigan:north
"kalamazoo, mi",-85.5872286,42.2917069,michigan:south
"lakeside, ca",-116.9222488,32.8572718,california
"walled lake, michigan",-83.4810481,42.537811,michigan:south
"brooklyn heights, new york",-73.9955523,40.6959294,NA
on the train,-81.5988363,41.3542468,ohio
out in the schools,-82.56004,27.285958,NA
metropolitan detroit,-83.0790865,42.8105356,michigan:south
planet earth ,-97.3756617,37.8319751,kansas
"baltimore md, united states",-76.6121893,39.2903848,maryland
"troy, michigan",-83.1497751,42.6064095,michigan:south
"college park, md, usa",-76.93776,38.9896967,maryland
"ashland, or",-122.7094767,42.1945758,oregon
"denison, ia",-95.3588867,42.024988,iowa
"ann arbor, mi, usa",-83.7430378,42.2808256,michigan:south
the ohio state university,-83.0304546,40.0066723,ohio
"lynn, ma",-70.9494938,42.466763,massachusetts:main
ccsd cooper middle school,-87.9829714,42.1494618,illinois
global with short rests in l.a,-118.2436849,34.0522342,california
in the mountains,-71.6829825,44.1606893,new hampshire
中华人民共和国,104.195397,35.86166,NA
"clearwater, fl",-82.8001026,27.9658533,florida
"rochester,ny.",-77.6088465,43.1565779,new york:main
"new orleans, louisiana, u.s.a",-90.0715323,29.9510658,louisiana
shakedown street/easter island,-109.3496865,-27.112723,NA
northern california usa,-120.8958242,38.8375215,california
middle-earth ,-117.8375475,33.6446505,california
"largo, fl",-82.7873244,27.9094665,florida
dark side of the moon,-85.1733479,34.2532247,georgia
wheeling wv,-80.7209149,40.0639616,west virginia
planet earth,-97.3756617,37.8319751,kansas
best coast,-122.2899395,37.8397406,NA
alameda ca,-122.2821855,37.7798721,NA
the ocean state,-71.4774291,41.5800945,rhode island
"sonoma county, ca.",-122.9888319,38.5779555,california
"miami beach, fl",-80.1300455,25.790654,NA
"freedom, ca",-121.8021647,36.938468,california
"nanaimo, british columbia",-123.9400648,49.1658836,NA
in the country.,-96.0584222,36.2349435,oklahoma
"dc, pa, fl",-81.389551,28.678336,florida
up all night in denver,-104.990251,39.7392358,colorado
austin tx,-97.7430608,30.267153,texas
s.f. bay area,-122.2913078,37.8271784,NA
the big apple..excelsior state,-74.0059728,40.7127753,NA
"upstate, ny",-73.9865533,40.7263542,new york:manhattan
up north,-87.4851345,46.2677373,michigan:north
near the mississippi river ,-90.6538904,38.9002728,illinois
st. louis city is best,-90.2744444,38.6627778,missouri
"east stroudsburg, pa",-75.1817547,41.0030522,pennsylvania
northern california ,-120.8958242,38.8375215,california
mountains,-95.8933153,37.1006254,kansas
"by the sea, ny",-74.0031348,40.7199067,new york:manhattan
"gaithersburg, md",-77.2016062,39.1439689,maryland
"mandurah, western australia",115.7424077,-32.5361038,NA
texas ,-99.9018131,31.9685988,texas
"charleston, sc",-79.9310512,32.7764749,NA
washington d.c,-77.0368707,38.9071923,district of columbia
"manila, philippines",120.9842195,14.5995124,NA
"springfield gardens, ny",-73.779798,40.6715916,new york:long island
n.y.,-74.0059728,40.7127753,NA
"lafayette, louisiana",-92.0198427,30.2240897,louisiana
" san diego, california",-117.1610838,32.715738,NA
"min buri, bangkok",100.7352666,13.8154818,NA
l'ville,2.499747,49.079367,NA
"summit, nj",-74.3646122,40.7146376,new jersey
arkansas ,-91.8318334,35.20105,arkansas
south pole,45,-89.9999999,NA
denver 5280 ft high ,-104.9878078,39.7301762,colorado
deep in heart of texas!,-98.8719843,30.2752011,texas
"menifee, ca",-117.185294,33.6971468,california
"montréal, québec, canada",-73.567256,45.5016889,NA
"pikesville, md ",-76.7224727,39.3742729,maryland
"fort bragg, nc",-79.0079949,35.1414552,north carolina:main
east of the missippi / usa ,-89.3985283,32.3546679,mississippi
cedar rapids iowa,-91.6656232,41.9778795,iowa
"new york, n.y.",-74.0059728,40.7127753,NA
"santa fe, new mexico, usa",-105.937799,35.6869752,new mexico
detroit. michigan,-83.0457538,42.331427,NA
"dawsonville, ga",-84.1190804,34.4212052,georgia
southwest usa,-95.712891,37.09024,kansas
"flint, mi",-83.6874562,43.0125274,michigan:south
"north patchogue, ny",-73.0218212,40.7855295,new york:long island
"cherokee national forest,tn/nc",-82.1485627,36.2030199,tennessee
"carmichael, ca",-121.32828430000001,38.617127,california
"mesa, az. via chicago,il. ",-111.8314724,33.4151843,arizona
 ca,-119.4179324,36.778261,california
out of this world,-79.418711,43.6433068,NA
boston area,-71.0588305,42.3600709,massachusetts:main
mi usa,-85.6023643,44.3148443,michigan:south
"puyallup, wa",-122.2928974,47.1853785,washington:main
"raleigh north carolina, usa",-78.6381787,35.7795897,north carolina:main
"herdecke, deutschland",7.4328376,51.4031667,NA
"florida,usa ",-81.5157535,27.6648274,florida
virtual worlds,-97.7426924,30.2664665,texas
"washington, dc area",-77.0163025,38.7843055,maryland
purgatory ,-107.8161738,37.6306636,colorado
"ouzinkie, alaska, usa",-152.5022222,57.9236111,NA
"beverly hills, california",-118.4003563,34.0736204,california
"richmond, virginia ",-77.4360481,37.5407246,virginia:main
hi,-95.9729905,36.148109,oklahoma
normal-pond house of misfits,-72.7183001,41.776286,connecticut
hell,-83.985,42.43472,michigan:south
"38.647075,-121.262933",-121.263545,38.646942,california
"elkton, md",-75.8332718,39.6067789,maryland
daytona beach florida,-81.0228331,29.2108147,florida
"youngstown, ohio",-80.6495194,41.0997803,ohio
"casper, wyoming",-106.3251749,42.8500769,wyoming
"the great city of columbus, oh",-82.9987942,39.9611755,ohio
california.,-119.4179324,36.778261,california
north 2  south *east coast u. s. a.*,-95.712891,37.09024,kansas
"florence, sc",-79.7625625,34.1954331,south carolina
the california republic,-120.6421093,35.2357453,california
arnaudville la,-91.9315062,30.3976973,louisiana
"cupertino, ca",-122.0321823,37.3229978,california
st louis mo,-90.1994042,38.6270025,missouri
fl & n.y.c :),-81.5157535,27.6648274,florida
        us,-95.712891,37.09024,kansas
"cumberland, md",-78.7625185,39.6528654,maryland
"sunset hills, mo",-90.407341,38.5389423,missouri
fracking central-pennsylvania,-77.1945247,41.2033216,pennsylvania
lexington ky usa,-84.5037164,38.0405837,kentucky
"shoreacres, tx",-95.009928,29.6202287,texas
south of eastern northwest,-80.2964392,25.9111608,florida
philadelphia pa,-75.1652215,39.9525839,pennsylvania
colony of australia,138.6965591,-35.2798518,NA
maryland ,-76.6412712,39.0457549,maryland
"idaho falls, id",-112.0407584,43.4926607,idaho
"suffolk, va",-76.5835621,36.7282054,virginia:main
"scotts valley & monterey, ca",-122.0146841,37.0510595,california
"sea, but also dca",-122.3088165,47.4502499,washington:main
"yucaipa, ca",-117.0430865,34.033625,california
"athens, peristeri",23.6859275,38.0176649,NA
wichita falls texas ,-98.4933873,33.9137085,texas
"forest acres, sc",-80.9898128,34.019322,south carolina
bethel university,-93.162518,45.058197,minnesota
"alaska, usa",-112.177991,33.636624,arizona
harmony nc,-80.7717346,35.9556911,north carolina:main
"medford, oregon",-122.8755949,42.3265152,oregon
"cebu city, central visayas",123.8854366,10.3156992,NA
jeju,126.4983023,33.4890113,NA
milwaukee wisconsin,-87.9064736,43.0389025,wisconsin
"san francisco bay area, ca",-122.2913078,37.8271784,NA
"richmond, british columbia",-123.133569,49.1665898,NA
arizona wyoming africa & afar,-111.0937311,34.0489281,arizona
"bang kapi, bangkok",100.6455972,13.7627585,NA
alaska,-149.4936733,64.2008413,NA
"middletown, ct",-72.6506488,41.5623209,connecticut
clarkston,-83.4192941,42.7351196,michigan:south
"oregon city, or",-122.6050422,45.3364465,oregon
ahmedabad,72.5713621,23.022505,NA
"juniper elementary, escondido",-117.0672797,33.1052866,california
"clearwater, fl, usa",-82.8001026,27.9658533,florida
"cardiff, wales (caerdydd)",-3.17909,51.481581,NA
"kitchener, ontario",-80.4925337,43.4516395,NA
"cassadaga, new york",-79.309489,42.3442247,new york:main
"maputo, mozambique",32.5731746,-25.969248,NA
"easton, pa",-75.2207323,40.688432,pennsylvania
"norfolk, uk",0.8864021,52.6139686,NA
"smithtown, ny",-73.2006687,40.8559314,new york:long island
"liverpool, ny",-76.2177046,43.106456,new york:main
geary county school district,-96.8485165,39.0239182,kansas
"georgetown, il",-87.6358546,39.9753144,illinois
"lewiston, ny",-79.0358782,43.1725552,NA
"watkinsville, georgia",-83.4087708,33.8628959,georgia
"tallinn, estonia",24.7535747,59.4369608,NA
newlands intermediate. ,174.8248531,-41.2191365,NA
"norwalk, ct",-73.4081575,41.117744,connecticut
"garden grove, ca",-117.9379952,33.7742692,california
"kaukauna, wi",-88.2720503,44.2780432,wisconsin
"philladelphia, pa",-75.1652215,39.9525839,pennsylvania
"sunnyside, wa",-120.0086538,46.3237423,washington:main
"portland, me",-70.2568189,43.6590993,NA
"oakland, california",-122.2711639,37.8043514,california
"georgetown, tx",-97.6779842,30.6332618,texas
"lake tahoe, nv",-120.0323507,39.0968493,california
in the blue sky,-111.446385,40.7993125,utah
"freeport, il",-89.6212271,42.2966861,illinois
"hudson falls, ny",-73.5859487,43.3006281,new york:main
"prague, czech republic",14.4378005,50.0755381,NA
champaign il,-88.2433829,40.1164204,illinois
"newbury park, ca",-118.9070887,34.1805403,california
"freeport, tx",-95.3596617,28.9541368,texas
barcelona,-95.9241306,36.0881056,oklahoma
"london, uk",-0.1277583,51.5073509,NA
"nashville, ar",-93.847129,33.9456692,arkansas
"highland park, il",-87.8003437,42.1816918,illinois
"sesto san giovanni, lombardia",9.2256875,45.5328245,NA
global,-73.6613652,40.8087324,new york:long island
northern california/ nevada,-121.1710389,39.1346666,california
"wales, uk",-3.7837117,52.1306607,NA
seattle wa,-122.3320708,47.6062095,NA
"leawood, ks",-94.6169012,38.966673,kansas
"koto-ku, tokyo",139.8174521,35.6727748,NA
